,Airline,Source,Destination,Total_Stops,Month_June,Month_March,Month_May,Season_Summer,Dep_Hour_Sin,Dep_Hour_Cos,Dep_Min_Sin,Dep_Min_Cos,Day_Sin,Day_Cos,Weekday_Sin,Weekday_Cos
9523,2852,2155,2155,2,0,0,1,0,-0.97,-0.26,0.0,1.0,-0.59,0.81,-0.43,-0.9
1918,233,1578,961,1,0,0,1,0,0.26,-0.97,-0.87,0.5,0.0,-1.0,0.43,-0.9
1020,1257,1578,617,1,0,1,0,0,-0.26,-0.97,-0.87,-0.5,0.95,-0.31,-0.0,1.0
9525,2852,3327,3327,2,0,1,0,0,-0.97,0.26,-1.0,-0.0,0.59,0.81,-0.43,-0.9
8493,2852,3327,3327,3,0,0,1,0,-0.26,0.97,0.5,-0.87,-0.59,0.81,-0.43,-0.9
8631,2852,2155,2155,2,0,0,1,0,0.97,0.26,-1.0,-0.0,-0.95,0.31,-0.78,0.62
4977,872,3327,3327,2,1,0,0,1,0.5,-0.87,0.0,1.0,0.59,-0.81,0.78,0.62
5084,1257,2155,2155,2,1,0,0,1,0.5,-0.87,0.0,1.0,0.95,0.31,0.43,-0.9
9428,2852,1578,961,1,1,0,0,1,-1.0,-0.0,-0.5,-0.87,0.59,-0.81,0.78,0.62
9863,1553,301,301,1,1,0,0,1,-0.97,0.26,-0.5,0.87,-0.95,0.31,0.97,-0.22
7663,2852,2155,2155,2,0,0,1,0,-0.87,0.5,0.0,1.0,-0.95,0.31,-0.78,0.62
2187,1257,2155,2155,3,1,0,0,1,0.97,0.26,0.87,0.5,0.95,0.31,0.43,-0.9
5772,1257,3327,3327,2,1,0,0,1,-0.97,0.26,0.0,1.0,0.95,-0.31,0.78,0.62
795,872,3327,3327,3,0,1,0,0,-0.26,-0.97,0.5,-0.87,-0.59,-0.81,0.43,-0.9
7154,872,3327,3327,2,0,1,0,0,0.87,-0.5,0.0,1.0,0.95,-0.31,-0.0,1.0
6887,2852,3327,3327,3,0,1,0,0,0.5,-0.87,-1.0,-0.0,0.59,0.81,-0.43,-0.9
5201,359,1578,961,1,1,0,0,1,0.97,-0.26,0.0,1.0,0.0,-1.0,-0.78,0.62
5910,1553,2155,2155,1,0,0,1,0,-0.5,0.87,1.0,0.0,0.59,0.81,0.97,-0.22
4078,872,3327,3327,2,0,1,0,0,-1.0,-0.0,0.0,1.0,0.59,0.81,-0.43,-0.9
7518,141,1578,617,1,0,1,0,0,-0.87,0.5,-0.5,-0.87,0.0,-1.0,-0.97,-0.22
7910,2852,3327,3327,3,1,0,0,1,0.71,-0.71,-0.5,0.87,0.59,0.81,-0.78,0.62
7692,2852,3327,3327,2,0,1,0,0,-0.5,0.87,-0.87,-0.5,-0.59,-0.81,0.43,-0.9
4098,1553,1578,617,2,0,1,0,0,0.97,-0.26,0.0,-1.0,0.0,-1.0,-0.97,-0.22
6320,2852,3327,3327,3,0,0,1,0,-0.97,0.26,-0.87,0.5,-0.95,0.31,-0.78,0.62
8716,2852,2155,2155,2,0,0,1,0,-0.97,-0.26,0.0,1.0,-0.59,-0.81,0.78,0.62
1807,2852,1578,617,2,0,1,0,0,0.97,0.26,-1.0,-0.0,-0.59,-0.81,0.43,-0.9
9103,1553,3327,3327,2,0,1,0,0,-0.5,-0.87,-0.87,-0.5,-0.95,-0.31,0.43,-0.9
8985,2852,526,526,1,0,1,0,0,0.5,0.87,-0.5,-0.87,0.0,-1.0,-0.97,-0.22
5143,1553,3327,3327,2,0,1,0,0,-0.71,0.71,0.5,-0.87,-0.59,0.81,-0.78,0.62
1017,2852,2155,2155,2,0,0,1,0,-0.87,0.5,0.0,1.0,-0.59,0.81,-0.43,-0.9
1884,2852,2155,2155,2,1,0,0,1,1.0,0.0,0.0,-1.0,-0.59,0.81,-0.0,1.0
10200,1257,3327,3327,3,0,0,1,0,-0.97,-0.26,1.0,0.0,0.0,-1.0,0.43,-0.9
7426,1257,3327,3327,3,0,0,1,0,-0.87,0.5,1.0,0.0,0.59,0.81,0.97,-0.22
7842,1553,1578,617,1,0,1,0,0,0.5,-0.87,-0.87,0.5,0.59,-0.81,-0.0,1.0
3916,2852,3327,3327,2,0,1,0,0,0.71,-0.71,0.0,1.0,-0.59,-0.81,0.43,-0.9
9961,2852,2155,2155,2,0,0,0,0,-0.5,-0.87,0.5,-0.87,0.59,0.81,0.78,0.62
5847,872,3327,3327,2,0,1,0,0,0.5,-0.87,-0.87,-0.5,0.59,0.81,-0.43,-0.9
3712,2852,2155,2155,2,0,0,1,0,0.87,-0.5,0.5,0.87,-0.59,-0.81,0.78,0.62
8222,141,2155,2155,2,0,0,1,0,-0.87,-0.5,0.87,-0.5,-0.95,0.31,-0.78,0.62
206,359,1578,961,1,1,0,0,1,-0.97,-0.26,0.0,1.0,-0.95,-0.31,-0.43,-0.9
3900,1553,3327,3327,2,0,1,0,0,0.87,-0.5,-0.5,0.87,0.59,0.81,-0.43,-0.9
6640,872,3327,3327,2,0,1,0,0,0.87,-0.5,-0.5,-0.87,-0.59,-0.81,0.43,-0.9
5177,2852,3327,3327,2,1,0,0,1,0.26,-0.97,0.0,-1.0,-0.59,0.81,-0.0,1.0
2803,1553,1578,961,1,0,0,1,0,0.5,-0.87,-0.87,0.5,0.95,-0.31,-0.97,-0.22
9404,359,1578,617,1,0,1,0,0,0.26,-0.97,0.0,-1.0,-0.59,0.81,-0.78,0.62
1877,608,1578,961,1,0,0,0,0,0.71,-0.71,0.0,-1.0,-0.59,-0.81,-0.78,0.62
880,2852,1578,617,2,0,1,0,0,0.87,-0.5,-0.5,-0.87,-0.59,-0.81,0.43,-0.9
6965,2852,2155,2155,2,0,0,1,0,-0.71,0.71,-0.87,0.5,0.95,0.31,-0.0,1.0
4198,1553,1578,961,1,0,0,0,0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.78,0.62
9837,1257,2155,2155,2,1,0,0,1,-0.87,-0.5,0.87,0.5,0.95,0.31,0.43,-0.9
6193,2852,3327,3327,2,0,1,0,0,0.97,-0.26,0.5,-0.87,-0.95,-0.31,0.43,-0.9
1357,872,3327,3327,2,1,0,0,1,-0.97,-0.26,-1.0,-0.0,-0.59,-0.81,-0.43,-0.9
7582,1257,3327,3327,2,0,0,1,0,0.71,-0.71,0.0,1.0,-0.95,0.31,-0.78,0.62
2275,1553,3327,3327,2,0,1,0,0,0.87,0.5,-1.0,-0.0,-0.95,-0.31,0.43,-0.9
5459,2852,3327,3327,2,0,0,1,0,0.71,-0.71,0.0,1.0,-0.95,0.31,-0.78,0.62
6447,872,3327,3327,2,1,0,0,1,0.71,-0.71,0.0,1.0,0.95,-0.31,0.78,0.62
3385,1553,526,526,1,0,1,0,0,-0.97,0.26,0.5,-0.87,0.95,-0.31,-0.0,1.0
7889,1553,3327,3327,2,0,0,0,0,0.26,-0.97,0.5,0.87,-0.59,0.81,0.97,-0.22
7303,1257,526,526,1,0,0,1,0,-0.71,0.71,0.5,-0.87,0.95,-0.31,-0.97,-0.22
682,872,3327,3327,2,1,0,0,1,-0.5,-0.87,-0.5,-0.87,-0.95,-0.31,-0.43,-0.9
6671,1553,1578,617,1,0,1,0,0,1.0,0.0,0.0,1.0,0.59,-0.81,-0.0,1.0
2890,141,1578,961,1,0,0,1,0,-0.87,0.5,-0.5,-0.87,-0.59,-0.81,0.78,0.62
86,1553,3327,3327,2,1,0,0,1,0.5,0.87,0.0,1.0,0.59,-0.81,0.78,0.62
5877,2852,1578,961,1,0,0,1,0,-1.0,-0.0,-0.5,-0.87,0.95,-0.31,-0.97,-0.22
7815,1553,2155,2155,2,0,0,0,0,-0.97,-0.26,-0.5,0.87,0.59,0.81,0.78,0.62
9653,1257,526,526,1,1,0,0,1,-0.97,0.26,0.0,-1.0,0.95,0.31,0.43,-0.9
7659,2852,2155,2155,2,1,0,0,1,1.0,0.0,0.0,-1.0,0.95,0.31,0.43,-0.9
750,1553,1578,961,1,1,0,0,1,-0.26,-0.97,0.0,1.0,0.59,-0.81,0.78,0.62
4452,2852,1578,617,2,0,1,0,0,0.26,-0.97,0.87,-0.5,-0.95,0.31,0.78,0.62
8953,1553,3327,3327,2,1,0,0,1,0.71,-0.71,1.0,0.0,-0.59,-0.81,-0.43,-0.9
3924,1553,1578,617,2,0,1,0,0,0.97,-0.26,0.0,-1.0,0.59,0.81,-0.43,-0.9
10053,2852,2155,2155,2,0,0,1,0,0.5,-0.87,-0.87,-0.5,-0.59,0.81,-0.43,-0.9
1245,1553,301,301,1,1,0,0,1,-0.71,-0.71,0.87,-0.5,0.59,0.81,-0.78,0.62
8613,1553,3327,3327,2,1,0,0,1,-0.97,-0.26,0.5,-0.87,0.95,0.31,0.43,-0.9
9342,2852,2155,2155,2,0,0,1,0,-0.87,-0.5,0.0,-1.0,-0.59,-0.81,0.78,0.62
10388,2852,3327,3327,2,0,0,1,0,-0.71,-0.71,0.0,1.0,-0.95,0.31,-0.78,0.62
7760,1257,2155,2155,3,0,0,0,0,0.97,0.26,0.87,0.5,0.59,0.81,0.78,0.62
7662,2852,1578,617,2,0,1,0,0,-0.71,0.71,0.5,0.87,0.95,0.31,0.97,-0.22
7927,1257,3327,3327,3,0,0,1,0,0.97,0.26,0.0,1.0,-0.59,0.81,-0.43,-0.9
1364,1553,3327,3327,2,1,0,0,1,0.97,-0.26,1.0,0.0,0.0,-1.0,-0.78,0.62
5181,359,301,301,1,0,0,1,0,-0.97,-0.26,-1.0,-0.0,-0.95,-0.31,0.78,0.62
3944,2852,2155,2155,2,0,1,0,0,-0.26,-0.97,-0.5,-0.87,0.59,-0.81,-0.0,1.0
3750,872,3327,3327,2,0,0,1,0,-0.26,-0.97,0.0,1.0,0.59,0.81,0.97,-0.22
5705,1553,3327,3327,2,0,0,1,0,1.0,0.0,0.87,-0.5,-0.59,0.81,-0.43,-0.9
8273,2852,3327,3327,2,0,0,0,0,-0.5,-0.87,0.0,1.0,0.59,0.81,0.78,0.62
2075,2852,3327,3327,3,0,0,1,0,-0.26,0.97,0.5,-0.87,0.59,0.81,0.97,-0.22
3394,1257,1578,961,1,1,0,0,1,1.0,0.0,-0.87,0.5,-0.59,0.81,-0.0,1.0
7008,141,1578,617,1,0,1,0,0,0.97,-0.26,-1.0,-0.0,0.59,-0.81,-0.0,1.0
8373,1257,3327,3327,3,1,0,0,1,-0.97,-0.26,1.0,0.0,-0.59,-0.81,-0.43,-0.9
9724,872,3327,3327,2,1,0,0,1,0.5,-0.87,-0.87,-0.5,0.0,-1.0,-0.78,0.62
1719,2852,1578,961,1,1,0,0,1,-1.0,-0.0,-0.5,-0.87,-0.95,0.31,0.97,-0.22
2861,872,3327,3327,2,0,0,1,0,0.5,-0.87,-0.5,0.87,0.59,0.81,0.97,-0.22
238,2852,1578,617,2,0,1,0,0,0.26,-0.97,0.87,-0.5,-0.95,0.31,0.78,0.62
2352,2852,3327,3327,2,0,0,1,0,-0.71,0.71,0.87,0.5,0.59,0.81,0.97,-0.22
5486,608,2155,2155,1,0,0,1,0,-0.97,-0.26,-0.87,0.5,0.59,0.81,0.97,-0.22
8981,1257,3327,3327,2,0,0,1,0,-0.87,0.5,0.0,-1.0,0.0,-1.0,0.43,-0.9
6333,359,301,301,1,1,0,0,1,-0.97,-0.26,-1.0,-0.0,0.95,0.31,0.43,-0.9
322,2852,2155,2155,2,0,0,1,0,0.87,-0.5,0.5,0.87,0.59,0.81,0.43,-0.9
6880,1257,526,526,2,0,1,0,0,0.71,-0.71,1.0,0.0,0.95,0.31,0.97,-0.22
6537,1553,1578,961,1,0,0,1,0,-0.26,0.97,0.0,-1.0,-0.59,-0.81,0.78,0.62
7548,1553,301,301,1,1,0,0,1,-0.26,-0.97,1.0,0.0,0.59,-0.81,0.78,0.62
7222,1257,3327,3327,2,0,0,1,0,1.0,0.0,-0.87,0.5,-0.59,0.81,-0.43,-0.9
1826,608,2155,2155,1,0,0,1,0,1.0,0.0,-0.5,-0.87,0.59,0.81,0.43,-0.9
2375,141,1578,961,1,0,0,1,0,0.26,-0.97,0.87,-0.5,0.0,-1.0,0.43,-0.9
9826,2852,3327,3327,3,1,0,0,1,-0.5,-0.87,-0.5,0.87,-0.59,-0.81,-0.43,-0.9
10481,2852,3327,3327,1,1,0,0,1,0.71,-0.71,0.87,0.5,-0.95,0.31,0.97,-0.22
4626,872,3327,3327,2,1,0,0,1,0.5,-0.87,-0.5,0.87,0.59,-0.81,0.78,0.62
3915,2852,1578,617,2,0,1,0,0,0.87,-0.5,-0.5,-0.87,-0.59,-0.81,0.43,-0.9
534,1553,2155,2155,1,0,0,0,0,0.87,0.5,0.87,-0.5,0.59,0.81,0.78,0.62
8269,608,2155,2155,1,1,0,0,1,-0.97,-0.26,-0.87,0.5,-0.59,-0.81,-0.43,-0.9
8712,2852,1578,961,1,1,0,0,1,-1.0,-0.0,-0.5,-0.87,-0.59,-0.81,-0.43,-0.9
2831,233,3327,3327,2,0,0,1,0,-0.87,-0.5,-1.0,-0.0,0.0,-1.0,0.43,-0.9
10154,1553,1578,961,1,1,0,0,1,0.87,0.5,0.0,1.0,0.95,0.31,0.43,-0.9
392,2852,3327,3327,2,0,0,1,0,-0.5,-0.87,0.0,1.0,0.59,0.81,0.97,-0.22
4261,2852,1578,961,1,1,0,0,1,-1.0,-0.0,-0.5,-0.87,-0.95,-0.31,-0.43,-0.9
3593,1553,526,526,1,1,0,0,1,0.71,-0.71,-0.87,0.5,0.59,-0.81,0.78,0.62
6441,608,301,301,1,0,0,1,0,-0.97,-0.26,-1.0,-0.0,0.95,0.31,-0.0,1.0
1999,872,3327,3327,2,1,0,0,1,0.97,-0.26,0.5,-0.87,0.0,-1.0,-0.78,0.62
5539,1553,3327,3327,2,1,0,0,1,-0.87,0.5,0.5,0.87,0.59,-0.81,0.78,0.62
9280,2852,1578,961,1,0,0,1,0,-0.97,0.26,0.87,0.5,-0.59,0.81,-0.43,-0.9
4376,1257,1578,961,1,0,0,0,0,1.0,0.0,-0.87,0.5,0.0,-1.0,0.78,0.62
1026,2852,3327,3327,2,1,0,0,1,-0.87,0.5,-0.5,-0.87,-0.59,0.81,-0.0,1.0
4653,1553,526,526,1,1,0,0,1,0.71,-0.71,1.0,0.0,0.59,0.81,-0.78,0.62
3511,608,301,301,1,0,0,1,0,0.87,-0.5,-0.87,-0.5,-0.59,0.81,-0.43,-0.9
9451,608,1578,961,1,0,0,1,0,0.71,-0.71,0.0,-1.0,-0.59,0.81,-0.43,-0.9
2156,2852,526,526,1,0,0,1,0,0.97,-0.26,0.5,-0.87,0.59,-0.81,-0.97,-0.22
3480,1553,526,526,1,1,0,0,1,0.5,0.87,-0.5,0.87,-0.95,0.31,0.97,-0.22
4754,1553,3327,3327,2,0,0,0,0,-0.87,-0.5,0.0,1.0,0.0,-1.0,0.78,0.62
1800,1553,2155,2155,2,0,1,0,0,0.87,0.5,1.0,0.0,0.59,-0.81,-0.0,1.0
1016,1257,1578,617,2,0,1,0,0,1.0,0.0,-0.5,-0.87,0.0,-1.0,-0.97,-0.22
10493,359,1578,961,1,0,0,1,0,-0.71,0.71,0.0,1.0,0.59,0.81,0.43,-0.9
7088,1553,1578,961,1,0,0,1,0,-0.5,0.87,-0.87,0.5,-0.95,0.31,-0.78,0.62
3538,1553,1578,617,1,0,1,0,0,-0.87,0.5,0.0,1.0,0.0,-1.0,-0.97,-0.22
9249,1257,3327,3327,1,0,0,0,0,-0.5,-0.87,-0.87,0.5,-0.95,0.31,-0.43,-0.9
6617,1257,301,301,1,0,0,1,0,0.26,-0.97,0.87,-0.5,0.95,0.31,-0.0,1.0
3823,2852,2155,2155,2,0,0,1,0,-0.97,-0.26,0.0,1.0,0.0,-1.0,0.43,-0.9
3816,2852,2155,2155,2,1,0,0,1,-0.87,0.5,0.0,1.0,-0.59,0.81,-0.0,1.0
3451,2852,2155,2155,2,0,0,1,0,-0.5,-0.87,0.5,-0.87,0.0,-1.0,0.43,-0.9
262,1257,2155,2155,3,0,0,1,0,0.97,0.26,0.87,0.5,0.59,0.81,0.97,-0.22
846,1553,1578,617,1,0,1,0,0,-0.71,0.71,-0.87,-0.5,0.59,-0.81,-0.0,1.0
4875,2852,1578,617,2,0,1,0,0,-0.5,0.87,0.87,0.5,0.59,-0.81,-0.0,1.0
6782,1553,1578,617,1,0,1,0,0,0.97,-0.26,-0.87,0.5,0.59,-0.81,-0.0,1.0
4353,1257,3327,3327,3,1,0,0,1,1.0,0.0,0.87,0.5,0.95,0.31,0.43,-0.9
3590,1553,301,301,1,0,1,0,0,0.97,-0.26,-0.5,-0.87,-0.59,0.81,-0.78,0.62
5027,2852,3327,3327,2,0,0,1,0,-0.5,-0.87,0.0,1.0,-0.95,-0.31,0.78,0.62
8513,1553,301,301,1,1,0,0,1,-0.71,-0.71,0.87,-0.5,0.0,-1.0,-0.78,0.62
7146,1257,3327,3327,2,1,0,0,1,-0.26,-0.97,0.0,1.0,0.59,-0.81,0.78,0.62
4086,1257,2155,2155,1,0,0,1,0,-0.87,0.5,-1.0,-0.0,-0.59,-0.81,0.78,0.62
1238,1257,3327,3327,2,1,0,0,1,-0.97,-0.26,0.87,-0.5,-0.59,0.81,-0.0,1.0
2797,2852,3327,3327,2,1,0,0,1,0.5,0.87,1.0,0.0,-0.59,-0.81,-0.43,-0.9
5107,1257,1578,617,2,0,1,0,0,-0.5,0.87,0.0,1.0,-0.59,0.81,-0.78,0.62
1146,1553,2155,2155,2,0,1,0,0,0.26,-0.97,-0.5,-0.87,0.59,-0.81,-0.0,1.0
1642,2852,2155,2155,2,0,0,1,0,-1.0,-0.0,-0.5,-0.87,0.0,-1.0,0.43,-0.9
3343,2852,3327,3327,3,0,1,0,0,0.97,0.26,0.0,-1.0,0.59,0.81,-0.43,-0.9
6586,359,2155,2155,2,1,0,0,1,-0.97,-0.26,0.0,1.0,0.95,0.31,0.43,-0.9
7819,1553,526,526,1,0,1,0,0,-0.71,0.71,-0.87,-0.5,-0.59,0.81,-0.78,0.62
6416,2852,3327,3327,3,1,0,0,1,1.0,0.0,-1.0,-0.0,0.0,-1.0,-0.78,0.62
6913,872,3327,3327,2,1,0,0,1,0.97,-0.26,0.5,-0.87,-0.59,-0.81,-0.43,-0.9
6496,359,1578,961,1,0,0,1,0,-0.71,0.71,0.0,1.0,-0.59,-0.81,0.78,0.62
3667,1257,3327,3327,3,1,0,0,1,0.5,-0.87,-0.5,-0.87,0.95,0.31,0.43,-0.9
5739,1257,2155,2155,3,0,0,1,0,0.97,-0.26,0.0,1.0,0.59,0.81,0.43,-0.9
4389,2852,526,526,1,0,1,0,0,0.5,-0.87,-0.87,-0.5,0.59,-0.81,-0.0,1.0
6009,2852,1578,961,1,0,0,0,0,0.26,-0.97,-0.87,0.5,0.59,-0.81,0.43,-0.9
8295,2852,3327,3327,2,0,0,1,0,0.87,-0.5,0.0,1.0,-0.59,0.81,-0.43,-0.9
4950,233,2155,2155,2,0,0,0,0,0.97,-0.26,-0.5,0.87,0.0,-1.0,0.78,0.62
5989,1553,2155,2155,1,0,1,0,0,0.97,0.26,0.0,-1.0,0.95,-0.31,-0.0,1.0
1453,2852,3327,3327,3,1,0,0,1,0.26,-0.97,0.87,-0.5,-0.59,-0.81,-0.43,-0.9
1697,359,526,526,2,0,1,0,0,-0.71,-0.71,0.87,-0.5,-0.59,-0.81,0.43,-0.9
7701,608,301,301,1,0,1,0,0,0.87,-0.5,-0.87,-0.5,0.0,-1.0,-0.97,-0.22
6908,1257,2155,2155,2,0,0,1,0,0.71,-0.71,0.5,0.87,0.59,-0.81,-0.97,-0.22
8316,2852,3327,3327,2,0,0,1,0,-0.26,-0.97,0.0,1.0,-0.95,0.31,-0.78,0.62
8069,1553,3327,3327,2,1,0,0,1,0.5,-0.87,-0.5,0.87,0.59,0.81,-0.78,0.62
9805,2852,526,526,1,1,0,0,1,-0.97,0.26,-0.5,0.87,0.59,0.81,-0.97,-0.22
8831,1553,2155,2155,1,0,0,1,0,-0.71,0.71,0.5,0.87,0.59,0.81,0.97,-0.22
3662,1553,3327,3327,2,1,0,0,1,0.97,0.26,0.5,-0.87,-0.59,-0.81,-0.43,-0.9
2429,1553,3327,3327,2,1,0,0,1,-0.87,-0.5,0.0,1.0,0.95,0.31,0.43,-0.9
5233,2852,1578,617,1,0,1,0,0,-0.97,0.26,-0.5,-0.87,-0.59,-0.81,0.43,-0.9
6032,2852,2155,2155,2,0,0,1,0,0.71,-0.71,-0.5,0.87,0.95,0.31,-0.0,1.0
8035,233,3327,3327,2,1,0,0,1,-0.87,0.5,-1.0,-0.0,0.95,0.31,0.43,-0.9
1905,872,3327,3327,2,1,0,0,1,0.5,-0.87,0.0,1.0,0.0,-1.0,-0.78,0.62
4721,2852,3327,3327,2,0,0,1,0,0.97,-0.26,0.5,-0.87,-0.95,-0.31,0.78,0.62
6413,141,1578,617,2,0,1,0,0,-0.71,-0.71,0.87,0.5,-0.59,0.81,-0.78,0.62
8992,1553,2155,2155,1,1,0,0,1,-0.71,0.71,0.5,0.87,-0.59,-0.81,-0.43,-0.9
9468,2852,1578,617,2,0,1,0,0,0.87,-0.5,0.0,1.0,-0.59,0.81,-0.78,0.62
4900,2852,2155,2155,2,0,0,0,0,-0.87,0.5,0.0,1.0,0.59,0.81,0.78,0.62
510,1257,3327,3327,3,0,1,0,0,-0.5,0.87,0.0,1.0,0.95,-0.31,-0.0,1.0
8914,1257,2155,2155,3,0,0,0,0,0.97,-0.26,0.0,1.0,0.59,0.81,0.78,0.62
5603,1257,3327,3327,3,0,1,0,0,-0.87,-0.5,0.87,-0.5,-0.95,-0.31,0.43,-0.9
5834,1553,1578,961,1,1,0,0,1,0.26,0.97,0.0,-1.0,-0.95,-0.31,-0.43,-0.9
9626,1553,301,301,1,1,0,0,1,-0.26,-0.97,1.0,0.0,0.95,-0.31,0.78,0.62
2555,141,1578,961,1,0,0,1,0,0.97,-0.26,-1.0,-0.0,0.0,-1.0,0.43,-0.9
9049,608,2155,2155,2,0,0,1,0,0.87,-0.5,-0.5,0.87,0.59,0.81,0.97,-0.22
3898,2852,3327,3327,3,1,0,0,1,1.0,0.0,-1.0,-0.0,0.95,0.31,0.43,-0.9
2146,872,3327,3327,2,0,1,0,0,0.26,-0.97,0.87,-0.5,0.59,0.81,-0.43,-0.9
8594,872,3327,3327,2,0,0,1,0,0.26,-0.97,0.5,0.87,-0.95,-0.31,0.78,0.62
4548,1257,2155,2155,3,0,0,1,0,0.97,0.26,0.87,0.5,-0.59,-0.81,0.78,0.62
3246,2852,2155,2155,2,1,0,0,1,-1.0,-0.0,-0.5,-0.87,-0.59,0.81,-0.0,1.0
8236,1553,3327,3327,2,0,0,1,0,-0.97,-0.26,0.5,-0.87,0.59,0.81,0.97,-0.22
4342,1257,1578,961,1,1,0,0,1,-0.26,-0.97,-0.87,-0.5,0.95,-0.31,0.78,0.62
10422,872,3327,3327,2,0,1,0,0,0.97,-0.26,0.0,1.0,-0.95,-0.31,0.43,-0.9
1549,2852,2155,2155,2,1,0,0,1,-1.0,-0.0,-0.5,-0.87,-0.59,0.81,-0.0,1.0
8209,608,2155,2155,1,0,0,0,0,0.71,-0.71,0.0,1.0,-0.59,0.81,0.97,-0.22
5630,2852,3327,3327,3,1,0,0,1,-0.87,0.5,0.0,1.0,0.59,0.81,-0.78,0.62
6217,2852,3327,3327,2,0,1,0,0,-0.26,0.97,0.5,-0.87,-0.95,-0.31,0.43,-0.9
10187,1257,2155,2155,1,0,0,1,0,-0.87,0.5,-1.0,-0.0,0.59,0.81,0.97,-0.22
4556,1553,3327,3327,1,0,1,0,0,0.97,0.26,-0.5,0.87,-0.59,-0.81,0.43,-0.9
8913,2852,3327,3327,3,0,1,0,0,0.87,-0.5,-0.87,-0.5,-0.59,0.81,-0.78,0.62
6958,608,2155,2155,2,1,0,0,1,0.26,-0.97,1.0,0.0,-0.59,0.81,-0.0,1.0
9369,608,526,526,1,1,0,0,1,-0.5,0.87,-1.0,-0.0,0.59,0.81,-0.78,0.62
5594,10,3327,3327,2,0,1,0,0,1.0,0.0,0.0,1.0,0.59,0.81,-0.43,-0.9
8718,233,2155,2155,1,0,1,0,0,-0.5,0.87,0.87,0.5,0.95,0.31,0.97,-0.22
4800,2852,3327,3327,3,1,0,0,1,-0.97,0.26,0.0,-1.0,0.95,0.31,0.43,-0.9
8347,2852,1578,617,2,0,1,0,0,0.71,-0.71,-1.0,-0.0,0.0,-1.0,-0.97,-0.22
9199,2852,3327,3327,2,0,1,0,0,-0.5,-0.87,0.0,1.0,0.59,0.81,-0.43,-0.9
4652,2852,1578,617,2,0,1,0,0,-0.5,-0.87,0.5,-0.87,0.59,0.81,-0.43,-0.9
9102,2852,2155,2155,2,0,0,1,0,1.0,0.0,0.0,-1.0,-0.59,0.81,-0.43,-0.9
993,1257,3327,3327,3,1,0,0,1,0.97,0.26,0.0,1.0,0.0,-1.0,-0.78,0.62
6439,1553,526,526,1,1,0,0,1,1.0,0.0,0.5,0.87,-0.59,0.81,-0.0,1.0
1054,2852,2155,2155,2,0,0,1,0,1.0,0.0,0.0,-1.0,0.95,0.31,-0.0,1.0
4796,608,1578,961,1,0,0,1,0,-0.71,0.71,-0.87,0.5,0.59,0.81,0.97,-0.22
6160,1257,3327,3327,2,1,0,0,1,0.97,-0.26,0.0,1.0,-0.59,-0.81,-0.43,-0.9
9505,872,3327,3327,2,1,0,0,1,-0.26,-0.97,0.0,1.0,0.95,0.31,0.43,-0.9
4887,1257,2155,2155,3,1,0,0,1,0.87,-0.5,-0.87,-0.5,-0.59,-0.81,-0.43,-0.9
10240,2852,2155,2155,2,1,0,0,1,1.0,0.0,0.0,-1.0,0.95,0.31,0.43,-0.9
2998,872,3327,3327,2,0,1,0,0,0.71,-0.71,-1.0,-0.0,-0.59,-0.81,0.43,-0.9
5135,608,526,526,1,0,0,1,0,-0.5,0.87,-1.0,-0.0,0.59,-0.81,-0.97,-0.22
5926,2852,2155,2155,2,1,0,0,1,-0.87,-0.5,0.0,-1.0,-0.59,-0.81,-0.43,-0.9
790,359,2155,2155,2,0,1,0,0,0.97,-0.26,-0.87,0.5,0.59,-0.81,-0.0,1.0
7310,872,3327,3327,2,1,0,0,1,0.71,-0.71,-1.0,-0.0,-0.59,0.81,-0.0,1.0
934,2852,2155,2155,2,0,0,1,0,-1.0,-0.0,-0.5,-0.87,0.95,0.31,-0.0,1.0
10359,141,3327,3327,2,0,1,0,0,1.0,0.0,0.0,1.0,-0.59,0.81,-0.78,0.62
9198,2852,526,526,1,0,0,1,0,0.5,-0.87,-0.87,-0.5,-0.59,0.81,-0.43,-0.9
4002,2852,1578,961,1,0,0,1,0,-0.71,-0.71,1.0,0.0,-0.95,-0.31,0.78,0.62
1783,608,526,526,2,0,1,0,0,-0.5,-0.87,-0.87,0.5,-0.59,-0.81,0.43,-0.9
6454,608,526,526,1,1,0,0,1,0.97,0.26,-1.0,-0.0,-0.59,0.81,-0.0,1.0
1734,872,3327,3327,2,0,0,1,0,1.0,0.0,0.0,1.0,-0.59,0.81,-0.43,-0.9
700,359,1578,961,1,1,0,0,1,-0.97,-0.26,0.0,1.0,0.0,-1.0,-0.78,0.62
3872,359,1578,617,1,0,1,0,0,-0.71,0.71,-0.87,0.5,-0.59,0.81,-0.78,0.62
8249,2852,3327,3327,3,0,1,0,0,0.97,0.26,0.87,-0.5,-0.59,0.81,-0.78,0.62
4937,608,2155,2155,1,0,0,1,0,-0.5,0.87,-0.87,-0.5,-0.95,0.31,-0.78,0.62
344,2852,3327,3327,2,0,0,1,0,0.5,-0.87,0.0,1.0,-0.95,-0.31,0.78,0.62
4797,2852,3327,3327,2,1,0,0,1,-0.71,-0.71,0.0,1.0,0.59,0.81,-0.78,0.62
